category,source,measure,gas,unit,party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
4B,SHEE,IEF,CH4,kg/head/yr,PL,0.163271957,0.161843356,0.165836663,0.164982647,0.166495321,0.166265495,0.166727571,0.167544454,0.165708067,0.166423695,0.165806017,0.169416718,0.160678745,0.160272189,0.165623361,0.167361677,0.166566696,0.164065245,0.165501245,0.165353465,0.164574593,0.16741812,0.162313444
4B,SHEE,IEF,CH4,kg/head/yr,PT,0.271616459,0.333063642,0.409913786,0.432652067,0.54426673,0.606874911,0.676587618,0.701409754,0.806083925,0.875769827,0.978778618,1.072250045,1.239139202,1.346160756,1.477162432,1.505040937,1.582619888,1.62550194,1.646534534,1.732848222,1.853670253,1.769957722,1.776789864
4B,SHEE,IEF,CH4,kg/head/yr,RO,0.299228739,0.312670951,0.3343951,0.376067595,0.376061559,0.376060461,0.376058603,0.376054422,0.376051955,0.376049891,0.376045731,0.376025112,0.376031069,0.376032816,0.37600724,0.375747202,0.375682267,0.375852227,0.375419602,0.375441922,0.375315128,0.375518506,0.375548371
4B,SHEE,IEF,CH4,kg/head/yr,SE,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
4B,SHEE,IEF,CH4,kg/head/yr,SI,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
4B,SHEE,IEF,CH4,kg/head/yr,SK,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.190000063,0.19,0.190000031,0.19,0.19,0.19,0.18998845,0.19,0.19,0.19,0.19,0.19
4B,SWIN,EM,CH4,Gg,AT,5.839458121,5.683788835,5.733440434,5.798633523,5.610585987,5.538853044,5.375320099,5.323122236,5.399449444,4.787966178,4.57388375,4.652335822,4.43329397,4.302810025,4.010846988,4.038132808,3.923032669,4.007402021,3.668343653,3.725436019,3.688835427,3.560683031,3.496399304
4B,SWIN,EM,CH4,Gg,BE,50.73119696,48.88420473,50.47317983,52.80221319,52.42471155,54.04947061,54.06260317,54.70914421,56.45621781,57.31610379,54.54865807,52.20226932,50.93233434,49.56580652,48.39286402,48.01365224,48.29063204,49.18522126,49.60866482,50.10027278,51.36890934,51.15066557,51.47494383
4B,SWIN,EM,CH4,Gg,BG,194.4615498,196.0203096,168.630969,122.4475468,90.19411252,69.1069749,62.01762486,47.43009018,32.86245282,28.89242806,17.96232881,13.49865959,17.21239258,22.22101376,24.03152065,25.34714282,28.91055839,30.4087496,28.8122092,27.90852535,27.45871544,26.62593705,23.84138773
4B,SWIN,EM,CH4,Gg,CY,2.77937,2.96228,3.41946,3.69409,3.56206,3.74074,3.9953,4.14788,4.31299,4.185,4.084,4.513,4.914,4.881,4.705,4.29719,4.52644,4.50296,4.64932,4.63357,4.63729,4.38936,3.94883
4B,SWIN,EM,CH4,Gg,CZ,14.369694,13.707912,13.827447,13.796463,12.212694,11.599704,12.048738,12.23877,12.038829,12.00216,11.063901,10.409406,10.322775,10.088403,9.379617,8.630502,8.521125,8.491245,7.298952,5.914251,5.727696,5.247276,4.736481
4B,SWIN,EM,CH4,Gg,DE,96.38271575,82.54785626,85.15687751,84.70080236,82.93598295,80.60919981,83.2390597,84.78877647,92.09244309,89.72295703,87.82049231,88.62014341,89.55799597,89.53103091,87.28072328,88.65383546,86.26053839,86.43349079,83.43907866,82.80838178,76.75558192,76.05830255,78.28267864
4B,SWIN,EM,CH4,Gg,DK,20.12972295,20.90464306,22.76872014,24.61343703,24.45542754,24.25940572,24.31228744,25.04860013,26.56321764,26.61306118,26.41201489,27.6284237,28.82857463,29.05434253,30.02558523,30.00966608,29.04172014,30.24862182,28.90106589,28.34152523,29.44284867,29.93662862,28.38019075
4B,SWIN,EM,CH4,Gg,EE,1.97913617,1.780763643,1.169689578,0.894425577,0.977527597,0.954145861,0.628953507,0.650773043,0.690693906,0.63984692,0.676543944,0.731239793,0.749429124,0.74000235,0.697514388,0.697963195,0.687160009,0.787700175,0.71202731,0.721716079,0.805406416,0.72341789,0.746102309
4B,SWIN,EM,CH4,Gg,ES,155.421561,155.484272,168.949499,175.422414,178.449913,179.97511,176.585918,184.765506,198.693157,203.862522,217.637296,220.600454,220.217245,226.000578,231.612902,229.841879,244.719511,250.360919,238.179909,239.635694,231.373425,233.218556,250.87796
4B,SWIN,EM,CH4,Gg,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4B,SWIN,EM,CH4,Gg,FR,156.7039144,158.0251869,165.6876547,171.3169126,173.2067489,176.6083125,183.6411618,186.0557536,189.2686262,190.8304529,194.1847376,197.102775,199.0573255,197.3435378,193.6791188,190.7072022,188.8676253,190.9512659,192.0689331,186.7511375,184.7173715,180.6331316,177.8601817
4B,SWIN,EM,CH4,Gg,GB,158.1667391,161.2175164,161.4867202,164.4809274,164.7849925,158.7035044,157.230226,166.579767,167.7183727,148.8895592,131.6446467,117.6405316,111.5549711,99.9859327,101.6260962,95.38514759,96.29004825,93.74829367,90.87397631,89.96963511,85.02098407,84.40441435,85.24510606
4B,SWIN,EM,CH4,Gg,GR,6.959073333,6.960461667,7.002702,7.054868333,7.038259667,6.976148667,6.951987,6.963719,6.930994,6.852010667,6.699361667,6.622756,6.558913667,6.574138667,6.594135333,6.513094,6.424411,6.239921333,6.196257583,6.157361139,6.125714667,6.084087176,6.060242299
4B,SWIN,EM,CH4,Gg,HR,6.292,6.484,4.728,5.048,5.388,4.7,4.788,4.704,4.664,5.448,4.93418,4.935292,5.145988,5.386652,5.95734,4.81984,5.953952,5.393372,4.415528,4.999496,4.922296,4.933624,4.66472
4B,SWIN,EM,CH4,Gg,HU,94.7275082,84.94447407,67.84761916,63.1484995,54.46274245,54.63814362,59.75605056,54.52574183,57.07109832,61.01241241,55.97790034,52.67845585,55.37619267,55.9011331,48.46992029,44.63072359,43.9386166,45.17847672,41.15257744,36.61649325,36.30668862,35.30508577,33.40543562
4B,SWIN,EM,CH4,Gg,IE,15.82521862,17.06946969,18.03901895,19.26526052,19.33433492,19.82640454,21.12172051,22.00304603,23.31830923,22.74439899,21.91345448,22.31228505,22.62517156,21.92257321,21.58506612,21.33544081,20.92418597,19.61598978,18.97061147,18.50943157,19.33889429,19.72803621,19.47168583
4B,SWIN,EM,CH4,Gg,IT,68.18969707,68.70283236,66.37886281,67.15702416,64.20284365,64.7892039,65.80255281,65.35873978,65.8977273,66.79639883,66.56454855,69.7555832,69.85203446,69.93052369,68.14336395,69.23441865,67.77164956,66.41747754,64.2229042,61.50795362,54.81836811,42.66773295,31.89359325
4B,SWIN,EM,CH4,Gg,LT,30.30278777,27.25402138,17.08713616,15.10661382,15.98907934,16.19844787,14.45311618,15.6797283,14.83124764,12.40199564,11.34092079,13.20164897,14.11383918,13.93902277,13.62107586,14.00840737,13.8600021,11.62518025,11.51884002,11.22413659,12.0065531,10.62855614,11.05856903
4B,SWIN,EM,CH4,Gg,LU,1.472966559,1.299813009,1.324114235,1.401468255,1.343965115,1.417864263,1.415014481,1.505875689,1.588695045,1.675320618,1.564276706,1.533026696,1.554985635,1.642333412,1.651526888,1.759584385,1.642548122,1.625059047,1.588343702,1.565760154,1.635189438,1.740280038,1.757164022
4B,SWIN,EM,CH4,Gg,LV,5.6044,4.986,3.466,1.9272,2.0028,2.2112,1.8384,1.7196,1.6844,1.6196,1.574,1.716,1.812,1.7776,1.7428,1.7116,1.668,1.656,1.5348,1.506,1.5588,1.5,1.4208
4B,SWIN,EM,CH4,Gg,MT,0.61607,0.53549,0.54794,0.57748,0.55726,0.52578,0.58027,0.6246,0.56887,0.59229,0.80074,0.81841,0.78303,0.73067,0.76853,0.73025,0.73683,0.769,0.65511,0.65918,0.70583,0.46287,0.45209
4B,SWIN,EM,CH4,Gg,NL,54.9473127,55.06384911,54.6942723,60.24254842,58.19478049,64.60092435,64.55637596,64.80788127,64.71634167,63.64037532,61.26455314,58.20035977,53.06192995,50.74398549,50.80109326,51.52389316,51.24570247,52.1585418,53.88932922,54.28542364,51.24380001,36.64327524,36.03175569
4B,SWIN,EM,CH4,Gg,PL,101.9188713,114.7543997,116.1483643,99.39658347,102.8106778,108.0698237,95.28445278,96.39673716,102.1046174,98.958546,91.59353363,91.69620233,100.076896,100.1585535,91.64584651,100.9588149,106.7319684,104.5692192,88.92008614,85.30129481,87.38296219,77.67431325,65.25912814
4B,SWIN,EM,CH4,Gg,PT,51.81136478,54.0352479,54.04800819,54.47036458,53.55887332,52.58260187,50.33532457,50.0994463,49.90700412,50.01328176,48.26796569,46.04174982,43.24140901,41.256352,40.70406438,40.35376269,40.70893319,40.89363646,41.12847874,41.26189014,40.83328276,40.66492988,40.96466706
4B,SWIN,EM,CH4,Gg,RO,47.73269252,26.48002046,23.74810174,23.32695252,18.21527766,17.92265911,18.44835386,12.04543717,11.7224668,8.472627382,7.601994187,9.483313586,11.81912394,12.91873043,17.22727472,20.39382999,23.51905546,21.7719552,21.22345245,19.71484245,17.21804116,16.64724136,16.01351249
4B,SWIN,EM,CH4,Gg,SE,3.047590965,2.981128932,3.077343153,3.424294736,3.434871442,3.549973735,3.744834365,3.748823059,3.637051542,2.829101274,2.603997484,3.022015501,3.082232096,3.097823882,2.967381474,3.760180929,3.58532042,2.75502882,2.620505036,2.418488096,2.39035335,2.409540524,2.248535362
4B,SWIN,EM,CH4,Gg,SI,11.64922615,10.33672132,12.02279005,11.85093664,11.56620767,8.981341739,8.330979754,9.030376955,9.490872567,6.803113479,8.207576798,8.136025906,9.240410379,8.829759075,7.608302392,7.80949404,7.961843378,7.527857447,5.968333004,5.890475624,5.366357035,4.799987373,4.167740215
4B,SWIN,EM,CH4,Gg,SK,10.084,9.712,9.076,8.716,8.148,8.3056,7.9408,7.239472,6.370396,6.24842,5.953764,6.069146,6.21552,5.772052,4.597128,4.43306,4.419316,3.808,2.99406,2.963448,2.74904,2.321572,2.525856
4B,SWIN,IEF,CH4,kg/head/yr,AT,1.583375327,1.562347466,1.541413172,1.518047165,1.504585553,1.494489089,1.467164654,1.44654935,1.417063033,1.394676881,1.366182203,1.352263999,1.341532075,1.326036276,1.283322787,1.274043405,1.249597116,1.219429686,1.197149841,1.187591715,1.176978883,1.18495615,1.172046303
4B,SWIN,IEF,CH4,kg/head/yr,BE,7.57134356,7.462936567,7.39752065,7.369452164,7.394996335,7.43613264,7.482348703,7.480852725,7.397578449,7.438214151,7.910984381,7.877618715,7.841096197,7.825421734,7.806752453,7.792912291,7.785776423,7.791800921,7.781132516,7.763814095,7.753989585,7.760312711,7.733781514
4B,SWIN,IEF,CH4,kg/head/yr,BG,46.02388055,46.02388055,46.02388055,42.07009158,37.96803553,34.06366892,30.0604576,26.05724627,22.05403494,18.05082361,14.07232347,16.66699747,19.28638266,21.90576785,24.47573068,27.04569351,29.56623398,31.98792972,34.45904782,36.88074356,39.40128403,41.85592801,41.85592801
4B,SWIN,IEF,CH4,kg/head/yr,CY,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
4B,SWIN,IEF,CH4,kg/head/yr,CZ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4B,SWIN,IEF,CH4,kg/head/yr,DE,3.63674519,3.721299158,3.765065845,3.808828581,3.92169095,3.953902358,4.000157418,3.990491793,4.092910701,4.052901588,4.034432059,4.066604627,4.050533479,4.005566071,4.011455869,3.89810506,3.848023316,3.76037011,3.67937746,3.597008729,3.450560477,3.337674215,3.310298284
4B,SWIN,IEF,CH4,kg/head/yr,DK,2.119538673,2.136893445,2.177699159,2.127751062,2.238972467,2.188704485,2.24250967,2.200492317,2.19618953,2.289090207,2.2154807,2.191419797,2.264255056,2.243761366,2.2689526,2.217282352,2.173602646,2.204153063,2.268948387,2.291308351,2.235080434,2.314984074,2.301554557
4B,SWIN,IEF,CH4,kg/head/yr,EE,2.301588754,2.229856803,2.161688372,2.108002774,2.125984334,2.125993451,2.107753041,2.124626324,2.116096527,2.239576197,2.253644051,2.119535631,2.199029119,2.147424115,2.050909697,2.014323795,1.987160233,2.078364578,1.951294355,1.976762746,2.166818444,1.978173065,1.989075736
4B,SWIN,IEF,CH4,kg/head/yr,ES,9.493731424,9.42647176,9.572667328,9.605621192,9.5128006,9.668847377,9.612168425,9.593121507,9.417007625,9.498615941,9.565426641,9.566217632,9.489155223,9.564487467,9.181335021,9.111339123,9.449419032,9.428543982,9.391174698,9.567753822,9.180226845,9.131385138,9.473636074
4B,SWIN,IEF,CH4,kg/head/yr,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4B,SWIN,IEF,CH4,kg/head/yr,FR,12.57576557,12.51408114,12.52060882,12.56236115,12.44696604,12.59188593,12.65409509,12.62752988,12.67113888,12.78174832,12.85408099,12.70275381,12.84522576,12.88816376,12.78594261,12.698412,12.65575481,12.8192164,12.95059625,12.81087008,12.82698863,12.84025822,12.85258633
4B,SWIN,IEF,CH4,kg/head/yr,GB,20.95439924,20.95226488,20.95427793,20.94485457,20.88014964,20.8081956,20.71555397,20.63658682,20.58790918,20.44092608,20.30870592,20.12540713,19.96315902,19.81576528,19.70062664,19.61870995,19.5198766,19.39202339,19.27946217,19.04403007,19.02717777,19.00730197,19.02408667
4B,SWIN,IEF,CH4,kg/head/yr,GR,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
4B,SWIN,IEF,CH4,kg/head/yr,HR,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4B,SWIN,IEF,CH4,kg/head/yr,HU,10.8775918,10.8775918,10.8775918,10.8775918,10.8775918,10.8775918,10.8775918,10.8775918,10.8775918,10.8775918,10.8775918,10.92158725,10.96558271,11.00957816,11.05357361,11.09756906,11.14156452,11.18555997,11.22955542,11.27355088,11.31754633,11.31754633,11.31754633
4B,SWIN,IEF,CH4,kg/head/yr,IE,12.95450116,12.8865089,12.8460167,12.80551731,12.76741501,12.8218357,12.85714665,12.88008314,12.88482345,12.81410687,12.69020991,12.67455411,12.63411412,12.68190392,12.66915106,12.70571749,12.8243356,12.70383381,12.76236098,12.82127356,12.81994981,12.71996918,12.71163718
4B,SWIN,IEF,CH4,kg/head/yr,IT,8.111524026,8.036546926,8.05138795,8.044587889,8.001949754,8.037688638,8.053091656,7.881391428,7.91790178,7.938265349,8.013067118,7.957277936,7.62056168,7.637067983,7.595053177,7.525259438,7.302111566,7.162508692,6.941180446,6.71698332,5.881093044,4.563012753,3.68221411
4B,SWIN,IEF,CH4,kg/head/yr,LT,12.44007873,12.50299173,12.56591864,12.62883616,12.69176007,12.75468336,12.8175915,13.00990139,12.7012483,13.2485799,13.07160073,13.06059455,13.30239319,13.18235556,12.69026994,12.56757284,12.29678554,12.59229358,12.83991299,12.09253802,12.91866234,13.44806374,13.69516153
4B,SWIN,IEF,CH4,kg/head/yr,LU,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648,19.51905648
4B,SWIN,IEF,CH4,kg/head/yr,LV,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4B,SWIN,IEF,CH4,kg/head/yr,MT,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
4B,SWIN,IEF,CH4,kg/head/yr,NL,3.948769182,4.166259914,3.862480196,4.025712175,3.995519158,4.486965818,4.477275819,4.266746211,4.813103274,4.690884776,4.670331438,4.46265344,4.555580477,4.543249519,4.555130532,4.554977586,4.512667435,4.47227036,4.480894449,4.454571288,4.181470183,2.948175106,2.945299124
4B,SWIN,IEF,CH4,kg/head/yr,PL,5.236275755,5.247594644,5.258913533,5.270232422,5.28155131,5.292870199,5.304189088,5.315507977,5.326826866,5.338145755,5.349464644,5.360783533,5.372102422,5.38342131,5.394740199,5.574016416,5.652876882,5.76806328,5.764673331,5.974065722,5.878278566,5.749947311,5.634870709
4B,SWIN,IEF,CH4,kg/head/yr,PT,20.43535387,20.57379674,20.69385378,20.81526915,20.84795823,20.85633719,20.83128345,20.87766897,20.92829359,21.04696341,21.13983523,21.31624335,21.29069868,21.1246042,21.0031292,20.85465772,20.93004277,20.9962193,21.11679552,21.06273106,21.07342995,20.88594242,20.75912182
4B,SWIN,IEF,CH4,kg/head/yr,RO,3.976730194,2.417383646,2.410485357,2.518565377,2.347934734,2.251590341,2.240237263,1.697257598,1.629478287,1.448807692,1.584739251,2.132519358,2.336718848,2.510929141,2.652526661,3.0795681,3.451272005,3.316414871,3.437767968,3.402974317,3.17191938,3.103630014,3.059334146
4B,SWIN,IEF,CH4,kg/head/yr,SE,1.346346954,1.353643433,1.350126422,1.503928471,1.475333494,1.535057396,1.594971832,1.594022901,1.591150381,1.33814269,1.357521366,1.598188958,1.638265173,1.628804817,1.632133257,2.076644905,2.133357384,1.643491288,1.628361989,1.582015044,1.572731259,1.625222684,1.649255344
4B,SWIN,IEF,CH4,kg/head/yr,SI,19.8178443,19.53860158,19.97638956,20.03492165,20.26407593,15.1703141,15.08486685,15.61827444,16.0216493,12.18193901,13.59784358,13.5624166,14.09318841,14.22993343,14.24781065,14.26568787,13.84389128,13.87393326,13.81523388,14.18605502,13.56534882,13.82046982,14.07559082
4B,SWIN,IEF,CH4,kg/head/yr,SK,4.955282555,5.001029866,5.044464206,5.035821585,5.05114376,5.050839212,5.042418085,5.045983132,5.221636066,5.243458705,5.415466618,5.43976517,5.025078826,4.87370612,4,4.242228566,4,4.00027733,4,4,4,4,4
4B,YCAT,EM,CH4,Gg,BG,0.657530908,0.616923459,0.5384396,0.412576843,0.276016539,0.209207114,0.185776641,0.1643485,0.151768665,0.160042707,0.214294414,0.217273544,0.237460479,0.277667645,0.255666254,0.234691744,0.225769652,0.197091512,0.196939692,0.181718262,0.182893965,0.18521976,0.177550709
4B,YCAT,EM,CH4,Gg,EE,0.323363565,0.304495109,0.24784474,0.162690543,0.141837496,0.125625526,0.116630678,0.107844441,0.101171264,0.087405556,0.081689293,0.09084968,0.100590684,0.138006799,0.149004861,0.164986903,0.176564431,0.189151345,0.193772949,0.20811655,0.219410334,0.219321479,0.230815361
4B,YCAT,EM,CH4,Gg,HR,1.288,1.072,0.784,0.836,0.650944,0.596836,0.567288,0.55126,0.536448,0.56368,0.549712,0.624892,0.551208,0.65074,0.766272,0.789088,0.850728,0.840992,0.812524,0.826588,0.856972,0.944508,0.978188
4B,YCAT,EM,CH4,Gg,LU,0.822224157,1.016443523,1.024489347,1.030680494,1.055474543,1.110209336,1.138551891,1.147002455,1.16153053,1.283702548,1.243114053,1.206974897,1.119908354,1.03188469,0.982710224,0.942481651,0.901368284,0.912416674,0.881559326,0.836280136,0.823740685,0.780170991,0.754504922
4B,YCAT,EM,CH4,Gg,NL,22.82220106,24.17216066,23.58549213,22.32641871,21.77612106,23.29439229,22.43255593,21.68887171,20.01870802,18.88716443,17.45472774,17.29449971,16.28277676,15.07916295,14.70547709,14.84021481,14.41112704,14.32668945,15.94467732,18.25821639,18.51191005,21.74945455,21.54798619
4B,YCAT,IEF,CH4,kg/head/yr,BG,0.791727473,0.791727473,0.791727473,0.791727473,0.791727473,0.791727473,0.791727473,0.791727473,0.791727473,0.791727473,0.936104291,0.887073377,0.897677854,0.922663193,0.881366157,0.947709562,0.961386714,0.860237141,0.921583795,0.900118941,0.939956751,0.951633508,0.933009153
4B,YCAT,IEF,CH4,kg/head/yr,EE,0.762713545,0.778635486,0.778948694,0.779778127,0.771955674,0.764613083,0.766891161,0.772070453,0.767415093,0.774871954,0.77138143,0.765372201,0.804082203,1.103171858,1.270288666,1.385280465,1.501398219,1.636257309,1.72089653,1.868191651,1.987412449,1.995645852,2.007090094
4B,YCAT,IEF,CH4,kg/head/yr,HR,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4B,YCAT,IEF,CH4,kg/head/yr,LU,6.270728237,7.64260489,8.017352303,8.136865614,8.334777457,8.565108287,8.56562839,8.849849583,9.158746356,10.20017758,9.987097922,9.727471181,9.473808306,9.071035285,8.763088081,8.500781557,8.176566015,7.847732969,7.579394081,7.236761304,7.00239453,6.874056042,6.754199945
4B,YCAT,IEF,CH4,kg/head/yr,NL,7.792311916,7.872306339,7.865396357,7.715913024,7.583849395,8.319012838,8.186212723,8.106286346,7.921638002,7.663317036,7.266747601,7.433350301,7.331638263,7.058819404,6.84056811,6.706574794,6.603656717,6.495441238,6.941277787,7.752214178,7.774128408,9.412691547,9.381950831
4C11,-999,EM,CH4,Gg,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,BG,4.236,3.2812,1.81,1.2476,0.3308,0.552,1.0424,1.5176,1.6016,0.5668,1.4284,1.5588,2.0928,2.2576,2.1588,1.8732,2.0328,2.5816,2.0168,3.3246,4.79088,4.73256,3.97772
4C11,-999,EM,CH4,Gg,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,ES,10.83108,11.24652,10.28388,5.74332,7.99668,6.53424,12.61596,13.6278,13.52076,13.25856,14.04264,13.87128,13.61616,14.18532,14.71584,14.298,12.7842,12.19488,11.454,14.30424,14.6620786,14.64696,14.64696
4C11,-999,EM,CH4,Gg,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,FR,4.7776,5.019,5.611,6.071,6.438,6.052,5.4838,5.2508,4.816,4.3812,4.8616,4.6636,4.5148,4.386,4.8824,4.5044,4.3892,4.4122,4.2796,5.102,5.134,5.341,5.1416
4C11,-999,EM,CH4,Gg,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,GR,3.29034,2.95198,2.9391,4.04514,4.73596,5.22108,5.72212,5.81694,5.25016,4.6685,3.98038,4.22362,4.48268,4.51672,4.547795647,4.62,4.46,5,5.00084,5.6,5.6,5.6,5.6
4C11,-999,EM,CH4,Gg,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,HU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,EM,CH4,Gg,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,BG,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
4C11,-999,IEF,CH4,g/m2,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,ES,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12.00000003,12,12
4C11,-999,IEF,CH4,g/m2,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,FR,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
4C11,-999,IEF,CH4,g/m2,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,GR,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
4C11,-999,IEF,CH4,g/m2,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,HU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C11,-999,IEF,CH4,g/m2,LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
