category,sourcerow5type_option,measure,gas,unit,party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
CH4EM,OSWIN,IEF,CH4,kg/head/year,BE,7.57134356,7.462936567,7.39752065,7.369452164,7.394996335,7.43613264,7.482348703,7.480852725,7.397578449,7.438214151,7.910984381,7.877618715,7.841096197,7.825421734,7.806752453,7.792912291,7.785776423,7.791800921,7.781132516,7.763814095,7.753989585,7.760312711,7.733781514,7.733781514
CH4EM,OSWIN,IEF,CH4,kg/head/year,DK,3.361584826,3.431964536,3.549944292,3.488089968,3.690703651,3.662055225,3.795958233,3.783064953,3.808466995,3.660504431,3.613190773,3.612981976,3.601014788,3.551791439,3.572697746,3.280642115,3.070310027,2.931432676,2.944925877,2.920192597,2.847154989,2.89672645,2.860434919,2.875166254
CH4EM,OSWIN,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH4EM,OSWIN,AD,-999,1000s,BE,6700.422,6550.264,6822.986,7165.012,7089.214,7268.492,7225.352,7313.223,7631.716,7705.627,6895.306,6626.656,6495.563,6333.947,6198.847,6161.195,6202.417,6312.433,6375.507,6453.049,6624.836,6591.315,6655.857,6655.857
CH4EM,OSWIN,AD,-999,1000s,DK,9497.219,9782.726,10455.402,11567.818,10922.612,11083.911,10841.553,11383.18,12095.139,11626.043,11921.573,12607.545,12732.035,12948.945,13233.236,13534.436,13361.099,13723.467,12737.648,12369.145,13173.06,12931.678,12330.879,12075.75
CH4EM,SHEP,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH4EM,SHEP,EM,CH4,kt,BE,0.133215476,0.121704269,0.125374959,0.126315635,0.124664507,0.109153011,0.107771564,0.106999986,0.109194442,0.112011755,0.077394311,0.073775723,0.070740271,0.066286607,0.071242236,0.07271042,0.073343322,0.071963257,0.070059487,0.069281422,0.066161325,0.063016157,0.065783045,0.065783045
CH4EM,SHEP,EM,CH4,kt,DK,0.422840551,0.489903512,0.471174018,0.406037551,0.367894077,0.371250261,0.432638621,0.441299564,0.464244528,0.486269486,0.513579882,0.545591511,0.540278473,0.55665459,0.571319496,0.580818564,0.587599012,0.569424282,0.540453274,0.531400409,0.51061286,0.430231884,0.400603119,0.392057475
CH4EM,SHEP,IEF,CH4,kg/head/year,BE,0.693350315,0.695345681,0.692262443,0.695789067,0.695726827,0.692727111,0.693550876,0.691661186,0.690867945,0.699251848,0.624434708,0.613919035,0.620273879,0.606564728,0.612104544,0.612845323,0.613916044,0.611765994,0.635316133,0.632556854,0.63275942,0.640486209,0.619052976,0.619052976
CH4EM,SHEP,IEF,CH4,kg/head/year,DK,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.84001319,1.773875259,1.773875259
CH4EM,SHEP,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH4EM,SHEP,AD,-999,1000s,BE,192.133,175.027,181.109,181.543,179.186,157.57,155.391,154.7,158.054,160.188,123.943,120.1717469,114.0468315,109.282,116.389,118.644,119.468,117.632,110.275,109.526,104.56,98.388,106.264,106.264
CH4EM,SHEP,AD,-999,1000s,DK,229.803,266.25,256.071,220.671,199.941,201.765,235.128,239.835,252.305,264.275,279.1175,296.515,293.6275,302.5275,310.4975,315.66,319.345,309.4675,293.7225,288.8025,277.505,233.82,225.835,221.0175
CH4EM,SWIN,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH4EM,SWIN,EM,CH4,kt,BE,50.73119696,48.88420473,50.47317983,52.80221319,52.42471155,54.04947061,54.06260317,54.70914421,56.45621781,57.31610379,54.54865807,52.20226932,50.93233434,49.56580652,48.39286402,48.01365224,48.29063204,49.18522126,49.60866482,50.10027278,51.36890934,51.15066557,51.47494383,51.47494383
CH4EM,SWIN,EM,CH4,kt,DK,31.92570728,33.5739687,37.11609465,40.34958991,40.31212399,40.58989419,41.15408237,43.06330931,46.06393768,42.55718192,43.07491756,45.55083285,45.84824631,45.991952,47.27835244,44.40164075,41.02271623,40.22941959,37.51142921,36.12028566,37.5057435,37.4595337,35.27167688,34.7197889
CH4EM,SWIN,IEF,CH4,kg/head/year,BE,7.57134356,7.462936567,7.39752065,7.369452164,7.394996335,7.43613264,7.482348703,7.480852725,7.397578449,7.438214151,7.910984381,7.877618715,7.841096197,7.825421734,7.806752453,7.792912291,7.785776423,7.791800921,7.781132516,7.763814095,7.753989585,7.760312711,7.733781514,7.733781514
CH4EM,SWIN,IEF,CH4,kg/head/year,DK,3.361584826,3.431964536,3.549944292,3.488089968,3.690703651,3.662055225,3.795958233,3.783064953,3.808466995,3.660504431,3.613190773,3.612981976,3.601014788,3.551791439,3.572697746,3.280642115,3.070310027,2.931432676,2.944925877,2.920192597,2.847154989,2.89672645,2.860434919,2.875166254
CH4EM,SWIN,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH4EM,SWIN,AD,-999,1000s,BE,6700.422,6550.264,6822.986,7165.012,7089.214,7268.492,7225.352,7313.223,7631.716,7705.627,6895.306,6626.656,6495.563,6333.947,6198.847,6161.195,6202.417,6312.433,6375.507,6453.049,6624.836,6591.315,6655.857,6655.857
CH4EM,SWIN,AD,-999,1000s,DK,9497.219,9782.726,10455.402,11567.818,10922.612,11083.911,10841.553,11383.18,12095.139,11626.043,11921.573,12607.545,12732.035,12948.945,13233.236,13534.436,13361.099,13723.467,12737.648,12369.145,13173.06,12931.678,12330.879,12075.75
CO2EM,-999,AD,-999,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO2EM,-999,AD,-999,kt,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO2EM,-999,INFOEF,CO2,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO2EM,-999,INFOEF,CO2,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO2EM,-999,EM,CO2,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO2EM,-999,EM,CO2,kt,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO2EM,-999,IEF,CO2,t/t,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO2EM,-999,IEF,CO2,t/t,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO2EM,-999,-999,CO2,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO2EM,-999,-999,CO2,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO2EM,-999,-999,CO2,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO2EM,-999,-999,CO2,kt,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1a,FARM,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1a,FARM,INFOEF,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1a,FARM,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1a,FARM,EM,CH4,kt,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1a,FARM,AREA,-999,10^9m^2/year,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1a,FARM,AREA,-999,10^9m^2/year,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1a,FARM,IEF,CH4,g/m^2,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1a,FARM,IEF,CH4,g/m^2,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1a,FARM,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1a,FARM,-999,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1a,FARM,AMOUNT,-999,t/ha,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1a,FARM,AMOUNT,-999,t/ha,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1a,FARM,TYPE,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C1a,FARM,TYPE,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C3,FARM,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C3,FARM,INFOEF,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C3,FARM,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C3,FARM,EM,CH4,kt,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C3,FARM,AREA,-999,10^9m^2/year,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C3,FARM,AREA,-999,10^9m^2/year,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C3,FARM,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C3,FARM,-999,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2b,FARM,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2b,FARM,INFOEF,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2b,FARM,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2b,FARM,EM,CH4,kt,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2b,FARM,AREA,-999,10^9m^2/year,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2b,FARM,AREA,-999,10^9m^2/year,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2b,FARM,IEF,CH4,g/m^2,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2b,FARM,IEF,CH4,g/m^2,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2b,FARM,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2b,FARM,-999,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2b,FARM,AMOUNT,-999,t/ha,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2b,FARM,AMOUNT,-999,t/ha,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2b,FARM,TYPE,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C2b,FARM,TYPE,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,CATT,-999,-999,-999,DK,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
3A,CATT,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,CATT,INFOEF,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,CATT,EM,CH4,kt,BE,189.5318696,188.810579,186.3607286,188.0719279,187.9236673,189.9620086,186.2148296,183.948654,181.7183633,182.0837468,177.3631541,177.9485415,171.7931482,165.8683517,164.8453941,162.34778,160.6026141,164.050159,162.2984293,162.747774,163.2212785,160.4782476,157.5279965,157.5279965
3A,CATT,EM,CH4,kt,DK,136.8678203,137.325106,134.5240489,136.0576793,132.1009862,131.3430003,131.1360042,125.4910918,124.5734693,118.8302876,116.9476336,118.4065377,115.3702819,113.6169324,109.1087219,108.8988974,108.9414657,111.5472229,113.4122244,114.0221325,115.7040088,114.8914966,118.9153053,120.0365487
3A,CATT,IEF,CH4,kg/head/year,BE,58.33939806,57.84343656,57.84783328,58.19818867,57.78767419,57.80539863,57.42762894,58.26516276,58.81024472,59.01903196,59.24311194,59.76953242,60.28299334,60.55777516,61.02266032,60.93904849,61.07884713,61.66921313,61.59594992,61.857081,62.12176734,62.45047942,62.9674488,62.9674488
3A,CATT,IEF,CH4,kg/head/year,DK,61.12634703,61.81608193,61.43200436,61.97135644,62.75867507,62.83232718,62.64693227,62.61371271,62.99967041,62.97122324,62.60831328,62.09337388,64.23313052,65.88746198,66.29669985,69.35859993,70.98259839,71.22075147,72.49599328,74.02400283,73.64756618,73.27399334,74.00633629,74.34242389
3A,CATT,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,CATT,-999,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,CATT,AD,-999,1000s,BE,3248.78,3264.166,3221.568,3231.577,3251.968,3286.233,3242.6,3157.095,3089.91,3085.17,2993.819,2977.245,2849.778,2739.01,2701.38,2664.101,2629.431,2660.163,2634.888,2631.029,2627.441,2569.688,2501.737,2501.737
3A,CATT,AD,-999,1000s,DK,2239.097,2221.511,2189.804,2195.493,2104.904,2090.373,2093.255,2004.211,1977.367,1887.057,1867.925,1906.911,1796.118,1724.409,1645.764,1570.085,1534.763,1566.218,1564.393,1540.34,1571.05,1567.971,1606.826,1614.644
3A,CATT,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,CATT,EM,CH4,kt,BE,189.5318696,188.810579,186.3607286,188.0719279,187.9236673,189.9620086,186.2148296,183.948654,181.7183633,182.0837468,177.3631541,177.9485415,171.7931482,165.8683517,164.8453941,162.34778,160.6026141,164.050159,162.2984293,162.747774,163.2212785,160.4782476,157.5279965,157.5279965
3A,CATT,EM,CH4,kt,DK,136.8678203,137.325106,134.5240489,136.0576793,132.1009862,131.3430003,131.1360042,125.4910918,124.5734693,118.8302876,116.9476336,118.4065377,115.3702819,113.6169324,109.1087219,108.8988974,108.9414657,111.5472229,113.4122244,114.0221325,115.7040088,114.8914966,118.9153053,120.0365487
3A,CATT,IEF,CH4,kg/head/year,BE,58.33939806,57.84343656,57.84783328,58.19818867,57.78767419,57.80539863,57.42762894,58.26516276,58.81024472,59.01903196,59.24311194,59.76953242,60.28299334,60.55777516,61.02266032,60.93904849,61.07884713,61.66921313,61.59594992,61.857081,62.12176734,62.45047942,62.9674488,62.9674488
3A,CATT,IEF,CH4,kg/head/year,DK,61.12634703,61.81608193,61.43200436,61.97135644,62.75867507,62.83232718,62.64693227,62.61371271,62.99967041,62.97122324,62.60831328,62.09337388,64.23313052,65.88746198,66.29669985,69.35859993,70.98259839,71.22075147,72.49599328,74.02400283,73.64756618,73.27399334,74.00633629,74.34242389
3A,CATT,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,CATT,AD,-999,1000s,BE,3248.78,3264.166,3221.568,3231.577,3251.968,3286.233,3242.6,3157.095,3089.91,3085.17,2993.819,2977.245,2849.778,2739.01,2701.38,2664.101,2629.431,2660.163,2634.888,2631.029,2627.441,2569.688,2501.737,2501.737
3A,CATT,AD,-999,1000s,DK,2239.097,2221.511,2189.804,2195.493,2104.904,2090.373,2093.255,2004.211,1977.367,1887.057,1867.925,1906.911,1796.118,1724.409,1645.764,1570.085,1534.763,1566.218,1564.393,1540.34,1571.05,1567.971,1606.826,1614.644
3A,DAIRINFOADD,DIGEST,-999,%,BE,75.4859643,75.48612282,75.48623912,75.50134123,75.49832564,75.44489851,75.44190773,75.44429667,75.44593116,75.44803805,75.32481098,75.3199132,75.31950163,75.32106985,75.21965241,75.21906114,75.21858189,75.22031102,75.21981809,75.2184834,75.22038872,75.22195732,75.22470581,75.22470581
3A,DAIRINFOADD,DIGEST,-999,%,DK,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
3A,DAIRINFOADD,FEEDING,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,DAIRINFOADD,FEEDING,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,DAIRINFOADD,GROSSENER,-999,MJ/day,BE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3A,DAIRINFOADD,MILK,-999,kg/day,BE,11.15344884,11.23319818,11.55694467,12.04924979,12.54359438,12.71188511,13.15509063,13.60336693,13.56687736,13.98913358,15.04672349,15.46273737,15.93862785,16.3292286,16.80130726,17.25928515,17.90505469,18.61046938,18.63191019,19.39034749,20.37801131,20.92867156,20.56674537,20.56674537
3A,DAIRINFOADD,MILK,-999,kg/day,DK,16.53,16.39,16.95,17.12,17.38,17.46,17.57,18.12,18.3,19.07,19.47,19.43,20.01,20.87,21.56,21.85,22.37,22.68,22.51,23.03,23.29,23.27,22.94,23.71
3A,DAIRINFOADD,PREGNANT,-999,%,BE,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,0
3A,DAIRINFOADD,PREGNANT,-999,%,DK,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
3A,DAIRINFOADD,WEIGHT,-999,kg,BE,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
3A,DAIRINFOADD,WEIGHT,-999,kg,DK,550,550,550,550,550,550,550,550,550,550,550,550,560,560,560,560,570,570,570,570,580,580,580,580
3A,DAIRINFOADD,WORK,-999,h/day,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,DAIR,YM,-999,%,BE,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3A,DAIR,YM,-999,%,DK,6.7,6.7,6.6,6.6,6.5,6.4,6.4,6.3,6.3,6.2,6.1,6.1,6,6,6,6,6,6,6,6,6,6,6,6
3A,DAIR,GE,-999,MJ/head/day,BE,260.8777926,261.4887542,263.9717444,267.6931588,271.4965609,273.4828876,277.114363,280.6746031,280.4501584,283.5152206,292.4670485,295.9413035,299.6866414,302.8430547,307.2175374,310.4734139,315.2076485,320.763174,321.1150797,327.1302418,334.6181822,338.7177302,335.9378472,335.9378472
3A,DAIR,GE,-999,MJ/head/day,DK,278.2019145,282.443303,286.6832876,290.9369096,295.2929112,295.6030586,295.7581323,295.913206,297.8723589,297.8219652,297.8810227,304.2384527,310.5042724,317.8007581,323.5157227,328.7356849,331.9256506,335.0646773,335.2890904,343.2104335,344.8211843,341.1323054,343.7013748,346.3347698
3A,DAIR,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,DAIR,EM,CH4,kt,BE,86.10322675,81.93267238,79.76009955,73.347114,73.5523073,73.66410104,70.72023243,69.23798757,70.02577984,69.54164628,66.92225387,66.47484502,64.98225325,63.43607739,62.26966795,60.4467639,59.39819075,59.81774904,59.38208866,60.25780011,61.13941105,60.70793192,60.19534215,60.19534215
3A,DAIR,EM,CH4,kt,DK,87.72273527,87.70397521,84.71986636,86.24027627,85.00526409,84.70308895,84.52699129,80.20212991,80.57716277,76.40293708,75.17921679,75.3145257,74.48913119,74.54266396,71.73528112,72.99765505,71.87911173,71.91870138,73.62332795,76.05828863,77.10377544,75.86356576,79.4215076,79.36913798
3A,DAIR,IEF,CH4,kg/head/year,BE,102.6630914,102.9034743,103.8804017,105.3447343,106.8412688,107.6230467,109.0521842,110.4529557,110.3645889,111.5708207,115.0931878,116.4600575,117.933509,119.1760036,120.897027,122.1779981,124.0408672,126.2265433,126.3650341,128.7317772,131.677714,133.2910281,132.1972178,132.1972178
3A,DAIR,IEF,CH4,kg/head/year,DK,116.4798673,118.2556866,119.0006101,120.7662644,121.5131656,120.5784264,120.641682,119.641458,120.4335683,119.3434132,118.2959677,120.8206612,122.1930558,125.0644493,127.313465,129.3676819,130.6230325,131.8583366,131.9466501,135.0639439,135.6978248,134.2461366,135.2571448,136.2934677
3A,DAIR,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,DAIR,AD,-999,1000s,BE,838.697,796.209,767.807,696.258,688.426,684.464,648.499,626.855,634.495,623.296,581.4614673,570.7952276,551.007545,532.2890135,515.0636829,494.743447,478.8598475,473.892,469.925,468.088,464.311,455.454,455.345,455.345
3A,DAIR,AD,-999,1000s,DK,753.115,741.647,711.928,714.109,699.556,702.473,700.645,670.354,669.059,640.194,635.518,623.358,609.602,596.034,563.454,564.265,550.279,545.424,557.978,563.128,568.202,565.108,587.189,582.34
3A,FARM,-999,-999,-999,DK,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
3A,FARM,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,FARM,INFOEF,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,FARM,EM,GHGs,ktCO2eq,BE,5038.637365,5011.488749,4962.075289,5017.983548,5011.471807,5065.081214,4970.751165,4917.698763,4875.529107,4888.346833,4738.962179,4743.65677,4584.31238,4430.572631,4400.837841,4337.756088,4297.14394,4388.070687,4346.55657,4361.888436,4379.569912,4307.836752,4239.719724,4239.719724
3A,FARM,EM,GHGs,ktCO2eq,DK,3798.917337,3825.684926,3775.322959,3832.624293,3723.502213,3702.515111,3704.951619,3574.398631,3574.61496,3435.098204,3388.748258,3454.725604,3389.074435,3350.556238,3254.473482,3242.299143,3249.01013,3324.392849,3353.842444,3346.64466,3391.973678,3362.551876,3443.323848,3466.545398
3A,FARM,EM,CH4,kt,BE,201.5454946,200.45955,198.4830116,200.7193419,200.4588723,202.6032486,198.8300466,196.7079505,195.0211643,195.5338733,189.5584871,189.7462708,183.3724952,177.2229052,176.0335136,173.5102435,171.8857576,175.5228275,173.8622628,174.4755375,175.1827965,172.3134701,169.588789,169.588789
3A,FARM,EM,CH4,kt,DK,151.9566935,153.027397,151.0129183,153.3049717,148.9400885,148.1006045,148.1980648,142.9759452,142.9845984,137.4039282,135.5499303,138.1890241,135.5629774,134.0222495,130.1789393,129.6919657,129.9604052,132.975714,134.1536978,133.8657864,135.6789471,134.502075,137.7329539,138.6618159
3A,FARM,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,FARM,-999,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,NDAIINFOADD,DIGEST,-999,%,BE,75.83950181,75.84438763,75.86448069,75.85215216,75.97383026,75.97124123,76.00756277,75.99486244,76.02681281,76.02369732,75.98339636,75.96231044,76.02165198,76.03355242,76.02095689,76.08916014,76.12943769,76.08651557,76.09522654,76.10112999,76.11273651,76.11334544,76.12062623,76.12062623
3A,NDAIINFOADD,DIGEST,-999,%,DK,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
3A,NDAIINFOADD,FEEDING,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,NDAIINFOADD,FEEDING,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,NDAIINFOADD,GROSSENER,-999,MJ/day,BE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3A,NDAIINFOADD,MILK,-999,kg/day,BE,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66
3A,NDAIINFOADD,PREGNANT,-999,%,BE,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
3A,NDAIINFOADD,WEIGHT,-999,kg,BE,761.9786042,763.7621156,763.955163,782.2922094,776.5392493,777.9600044,775.3288673,785.5063448,780.8273734,782.012443,784.1785565,791.3712485,799.28488,801.0374312,805.6574717,805.5830326,808.2153866,822.3416582,823.7997976,821.6790172,820.3612472,819.1275888,390.2220119,390.2220119
3A,NDAIINFOADD,WEIGHT,-999,kg,DK,290,290,290,290,290,290,290,290,300,300,300,300,310,310,310,310,310,310,310,320,320,320,320,320
3A,NDAIINFOADD,WORK,-999,h/day,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,NDAI,YM,-999,%,BE,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3A,NDAI,YM,-999,%,DK,6.7,6.7,6.6,6.6,6.5,6.4,6.4,6.3,6.3,6.2,6.1,6.1,6,6,6,6,6,6,6,6,6,6,6,6
3A,NDAI,GE,-999,MJ/head/day,BE,108.777018,109.821198,110.2871541,115.0424697,113.7943764,113.9937364,113.6913288,115.665396,116.2180143,116.7939964,117.0506507,118.028009,118.501864,118.5162568,119.8382523,120.1571734,120.5222866,121.4521993,121.192994,120.8459796,120.5097971,120.5211883,121.3885701,121.3885701
