variable_UID,name
6139D72A-EB9C-4B71-9CBB-8FCA33BA4934,[Grassland][Land Use][Emissions][N2O][kt][Grassland][no method][GrassLand][no option][no type]
168810A6-757E-4326-BC68-51ABE8D112AF,[Grassland][Land Use][Emissions][CH4][kt][Land][no method][GrassLand][no option][no type]
9F931A7C-BA46-48D0-9D37-6BD8B581D4B9,[Grassland][Land Use][Emissions][CO2][kt][Land][no method][GrassLand][no option][no type]
97E2C106-0A5B-4990-B075-7987DF874FC4,[Grassland][Land Use][Emissions][N2O][kt][Land][no method][GrassLand][no option][no type]
45CE1B4B-9497-41AD-8923-BABE663E11C3,[Wetlands][Land Use][Emissions][CH4][kt][Wetlands][no method][Wetlands][no option][no type]
7253D98A-9762-4A87-990F-883760727AB0,[Wetlands][Land Use][Emissions][CO2][kt][Wetlands][no method][Wetlands][no option][no type]
E0F8E44F-46C5-4256-843B-BBF595E6A7E8,[Wetlands][Land Use][Emissions][N2O][kt][Wetlands][no method][Wetlands][no option][no type]
688B0A8E-8C7C-4D90-884F-88A54984AAB4,[Wetlands][Land Use][Emissions][CH4][kt][Land][no method][Wetlands][no option][no type]
EC83C8BC-8B4D-4F21-A9E5-33A7A5EB7519,[Wetlands][Land Use][Emissions][CO2][kt][Land][no method][Wetlands][no option][no type]
1508A889-F32E-49F0-AB82-82026BD87B7A,[Wetlands][Land Use][Emissions][N2O][kt][Land][no method][Wetlands][no option][no type]
3DEC3DF4-F182-4CF9-AF0D-23555DC3FFAC,[Settlements][Land Use][Emissions][CO2][kt][Settlements][no method][Settlements][no option][no type]
263183F4-2544-4D46-9AE7-E4F009E89CDF,[Settlements][Land Use][Emissions][N2O][kt][Settlements][no method][Settlements][no option][no type]
E659C96E-A0AE-4561-B2D1-142E577924BB,[Settlements][Land Use][Emissions][CO2][kt][Land][no method][Settlements][no option][no type]
D660B45D-715C-4464-859D-29EFA3D25D34,[Settlements][Land Use][Emissions][N2O][kt][Land][no method][Settlements][no option][no type]
AF6FBC34-B754-4FD2-BAAA-C34CE8E9D07E,[Other Land][Land Use][Emissions][CO2][kt][Land][no method][Other Land][no option][no type]
5F05EEAD-C47E-43CC-8B16-53C11E1F31E5,[Other LULUCF][Land Use][Emissions][CH4][kt][no source][no method][no target][no option][no type]
A3B98E03-37E3-42F3-B717-1623FEB0E903,[Other LULUCF][Land Use][Emissions][CO2][kt][no source][no method][no target][no option][no type]
DAF545F5-D859-4663-8B45-886ECA67D668,[Other LULUCF][Land Use][Emissions][N2O][kt][no source][no method][no target][no option][no type]
B233A4F8-DED8-4D27-A92A-D9481D6C026D,[Managed Waste Disposal Sites][Waste][Emissions][CH4][kt][no source][no method][no target][no option][no type]
17B02D26-3C0E-4219-9623-EF4D4381B444,[Unmanaged Waste Disposal Sites][Waste][Emissions][CH4][kt][no source][no method][no target][no option][no type]
9C5AC171-67D3-42D4-8D5F-0CFE5D2CE8E6,[Uncategorized Waste Disposal Sites][Waste][Emissions][CH4][kt][no source][no method][no target][no option][no type]
D344E699-BEF5-4B7D-88A5-FFC3C2DF7C0C,[Waste Composting][Waste][Emissions][CH4][kt][no source][no method][no target][no option][no type]
6F39CB35-2C89-47E3-B126-38DF3F4ACCEF,[Waste Composting][Waste][Emissions][N2O][kt][no source][no method][no target][no option][no type]
90AC54DB-708C-4323-94E6-5FE20F6F36F2,[Anaerobic Digestion at Biogas Facilities][Waste][Emissions][CH4][kt][no source][no method][no target][no option][no type]
F720FAE6-F86A-4A4A-B0BB-DFD615CDD14A,[Anaerobic Digestion at Biogas Facilities][Waste][Emissions][N2O][kt][no source][no method][no target][no option][no type]
C22E0604-4DC5-4DF0-A6B5-58C30EBDD075,[Waste Incineration][Waste][Emissions][CH4][kt][no source][no method][no target][no option][Non-biogenic]
21D9EAE2-D755-4E27-BB38-1DDE21931709,[Waste Incineration][Waste][Emissions][CO2][kt][no source][no method][no target][no option][Non-biogenic]
FD206662-7FF8-4322-891F-16634C707462,[Waste Incineration][Waste][Emissions][N2O][kt][no source][no method][no target][no option][Non-biogenic]
9CB74E5D-D3A8-40A6-AA99-E328A578E701,[Open Burning of Waste][Waste][Emissions][CH4][kt][no source][no method][no target][no option][Non-biogenic]
110A3264-3E02-43E2-9D2D-3DAB21D575A3,[Open Burning of Waste][Waste][Emissions][CO2][kt][no source][no method][no target][no option][Non-biogenic]
CE315F4B-E4CB-4704-B810-444628331CBC,[Open Burning of Waste][Waste][Emissions][N2O][kt][no source][no method][no target][no option][Non-biogenic]
63976506-7A21-4DBA-953B-0BE2C1DDA2DD,[Wastewater Treatment and Discharge][Domestic Wastewater][Emissions][CH4][kt][no source][no method][no target][no option][no type]
65DFBD6D-9AF1-44AC-A9E9-5D8B7733740A,[Wastewater Treatment and Discharge][Domestic Wastewater][Emissions][N2O][kt][no source][no method][no target][no option][no type]
368377BC-AD2E-41C4-B6A0-BB50CE75B127,[Wastewater Treatment and Discharge][Industrial Wastewater][Emissions][CH4][kt][no source][no method][no target][no option][no type]
420471DA-3BF2-4078-8EF8-B428B9A52ABD,[Wastewater Treatment and Discharge][Industrial Wastewater][Emissions][N2O][kt][no source][no method][no target][no option][no type]
DA46AC2D-2728-4558-AFB1-833617B33C3D,[Wastewater Treatment and Discharge][Other Wastewater][Emissions][N2O][kt][no source][no method][no target][no option][no type]
6C31CD15-D42F-4CD8-8ECF-47DF1753A0E8,[Other Disposal][Waste][Emissions][CH4][kt][no source][no method][no target][no option][no type]
66EC887D-D484-4054-B970-4E62FEE0AB26,[Other Disposal][Waste][Emissions][CO2][kt][no source][no method][no target][no option][no type]
4E948160-C1A6-4B13-8213-F0D51F7C8AFE,[Other Disposal][Waste][Emissions][N2O][kt][no source][no method][no target][no option][no type]
